Movie,Production Budget,Worldwide Gross
25th Hour,4500000,25344490
After Hours,4500000,10609321
Moby Dick,4500000,10400000
The Lobster,4500000,18019834
Bound,4500000,7011317
Requiem for a Dream,4500000,7389233
State Fair,4500000,3500000
LÃ¥t den rÃ¤tte komma in,4500000,12247682
Tango,4500000,5428387
Salvador,4500000,1500000
Salvador,4500000,1500000
Donnie Darko,4500000,7510877
Salvando al Soldado Perez,4500000,9330465
Karakter,4500000,713413
Nannerl la soeur de Mozart,4500000,2404639
Spun,4500000,1022649
Life During Wartime,4500000,281447
Chinjeolhan geumjassi,4500000,23471871
Blackthorn,4500000,1217307
Maggie,4500000,1027760
Lilja 4-ever,4500000,4548505
After.Life,4500000,2481925
Mean Machine,4500000,92723
Fong juk,4500000,51957
Spoken Word,4500000,32961
The Sweeney,4500000,8000366
Falcon Rising,4500000,11774
Hansel & Gretel Get Baked,4500000,0
Fugly!,4500000,0
Zipper,4500000,0
The Final Girls,4500000,0
Daisy Winters,4500000,0
One Flew Over the Cuckoo's Nest,4400000,163281275
Silent Movie,4400000,36145695
Airlift (2016),4400000,9969237
R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0
Anna,4357373,1200000
Whale Rider,4300000,39374600
Sexy Beast,4300000,10158355
Paa,4300000,9791282
Snabba Cash,4300000,10212403
Night of the Living Dead,4200000,5835247
Nochnoy dozor,4200000,33913542
Animal Kingdom,4200000,8078683
George A. Romero's Survival of the Dead,4200000,101740
Cargo,4200000,313230
High School Musical,4200000,5940
Love and Death on Long Island,4030000,2542264
Porky's,4000000,109492484
Peter Pan,4000000,87400000
The Crying Game,4000000,62546695
Lost in Translation,4000000,117085297
Annie Hall,4000000,38251425
The Boy Next Door,4000000,53401938
The Greatest Show on Earth,4000000,36000000
Leaving Las Vegas,4000000,49800000
Monster's Ball,4000000,43766463
Boyhood,4000000,57273049
Exodus,4000000,21750000
The Kids Are All Right,4000000,36275469
Life of Brian,4000000,20515486
A Haunted House 2,4000000,21206861
Late Night,4000000,22373378
The Last Exorcism Part II,4000000,25448707
The Front Page,4000000,15000000
Trapeze,4000000,14400000
The Return of the Living Dead,4000000,14237880
They Live,4000000,13000774
Saving Grace,4000000,27786849
The Great Escape,4000000,11972561
What the #$'! Do We Know,4000000,11704768
The Lighthouse,4000000,18266103
The Darkness,4000000,10904495
Scoop,4000000,40103262
The Wash,4000000,10097096
3 Strikes,4000000,9821335
The Visitor,4000000,19174817
Traffik,4000000,9561231
The Cooler,4000000,11131455
The Misfits,4000000,8200000
The Night Listener,4000000,10770993
The Jerky Boys,4000000,7555256
El orfanato,4000000,79250193
Bug,4000000,8302995
The Rules of Attraction,4000000,11799060
Topaz,4000000,6000000
Let's Go to Prison,4000000,4630045
Four Rooms,4000000,4301000
Secretary,4000000,9412015
The Real Cancun,4000000,4188034
Talk Radio,4000000,3468572
Waiting for Guffman,4000000,2922988
Love Stinks,4000000,2793776
Samsara,4000000,5966671
You Kill Me,4000000,3858964
CafarnaÃºm,4000000,65233793
The Art of Getting By,4000000,1989035
Thumbsucker,4000000,1919197
Red State,4000000,1983596
MirrorMask,4000000,973613
The Barbarians,4000000,800000
Holy Motors,4000000,4230426
The Signal,4000000,2665322
Poolhall Junkies,4000000,563711
The Loss of Sexual Innocence,4000000,399793
The Face of Love,4000000,1158877
Joe,4000000,373375
Prison,4000000,354704
Shooting Fish,4000000,302204
Adoration,4000000,384244
Psycho Beach Party,4000000,267972
Psycho Beach Party,4000000,267972
The Big Tease,4000000,185577
Polina danser sa vie,4000000,953314
Desert Dancer,4000000,596335
"Guten Tag, Ramon",4000000,4854356
Mondays in the Sun,4000000,146402
Manglehorn,4000000,797439
Tau ming chong,4000000,38899792
Trust,4000000,120016
An Everlasting Piece,4000000,75078
Among Giants,4000000,64359
The Velocity of Gary,4000000,34145
Stake Land,4000000,679482
Praia do Futuro,4000000,760678
Sonny,4000000,17639
The Last Time I Committed Suicide,4000000,12836
13 Sins,4000000,47552
Another Happy Day,4000000,978527
Inescapable,4000000,4327
Perfectos Desconocidos,4000000,31166312
Geograf globus propil,4000000,4454853
Patients of a Saint,4000000,2993667
Down a Dark Hall,4000000,2842176
A Lonely Place to Die,4000000,442550
Brawl in Cell Block 99,4000000,79208
Nothing,4000000,63180
The Loved Ones,4000000,12302
1776,4000000,0
Hell's Angels,4000000,0
Purple Violets,4000000,0
Replicas,4000000,0
The Helpers,4000000,0
The Veil,4000000,0
The Perfect Wave,4000000,0
How to Fall in Love,4000000,0
Chain of Command,4000000,0
The Ninth Configuration,4000000,0
Gone with the Wind,3900000,390525192
A Man for All Seasons,3900000,28350000
Ben-Hur: A Tale of the Christ,3900000,9000000
Mugge & vejfesten,3851257,0
Network,3800000,23689877
Down for Life,3800000,41914
The Good Heart,3800000,340930
Major Dundee,3800000,14873
Hevi reissu,3800000,21976
The Taking of Pelham One Two Three,3800000,0
Annie Get Your Gun,3768785,8000000
Casa de Areia,3750000,1178175
Four Lions,3750000,8607693
Slow West,3750000,2089072
Defendor,3750000,44462
Kono sekai no katasumi ni,3750000,19794935
The Ballad of Cable Hogue,3716946,5000000
The Pirate,3700000,2956000
The History Boys,3700000,13447998
Unknown,3700000,3355048
Midnight Cowboy,3600000,44796329
Billy: The Early Years of Billy Graham,3600000,320896
Crown Vic,3600000,3868
UtÃ¸ya 22. juli,3600000,222540
Airplane!,3500000,83453539
M*A*S*H,3500000,81600000
The Full Monty,3500000,261249383
Truth or Dare,3500000,95292744
Menace II Society,3500000,27731527
Friday,3500000,27936778
The Witch,3500000,40438974
Winchester,3500000,45960255
Call Me by Your Name,3500000,41707843
Empire,3500000,18495444
Dark Skies,3500000,27704111
Forever My Girl,3500000,16376066
Creepshow 2,3500000,14000000
In Cold Blood,3500000,13007551
The Nun's Story,3500000,12800000
Frenzy,3500000,12600000
Harper,3500000,12000000
I Got the Hook-Up!,3500000,10317779
She's the One,3500000,13795053
Terror Train,3500000,8000000
Gods and Monsters,3500000,6451628
El secreto de sus ojos,3500000,40527719
Evil Dead II,3500000,5926177
Day of the Dead,3500000,34004262
First Reformed,3500000,3988612
Pootie Tang,3500000,3293258
Honey Boy,3500000,3415542
Believe,3500000,890303
La otra conquista,3500000,886410
American Honey,3500000,2611750
The Bronze,3500000,615816
Trolljegeren,3500000,5706638
Ira and Abby,3500000,221096
The Masked Saint,3500000,182695
Winter Passing,3500000,113783
D.E.B.S.,3500000,96793
Time to Choose,3500000,29233
Surveillance,3500000,1396395
Taxman,3500000,9871
The Kick,3500000,40622
The Kick,3500000,40622
The Betrayed,3500000,0
The Secret,3500000,0
2:13,3500000,0
"Batman: The Dark Knight Returns, Part 2",3500000,0
In the Name of the King III,3500000,0
Wicked Blood,3500000,0
Dawn Patrol,3500000,0
Jagten,3450000,18309793
Lords of London,3440000,0
La marche de l'empereur,3400000,133276359
High Anxiety,3400000,31063038
Margin Call,3400000,20433227
Choke,3400000,4124277
L'incomparable mademoiselle C.,3400000,493905
La Tourneuse de Pages,3400000,11182908
August,3400000,12636
Babysitting,3400000,24564100
To Write Love On Her Arms,3400000,0
Vilaine,3400000,0
Carousel,3380000,3604
Whiplash,3300000,39948445
Bella,3300000,12405473
Cidade de Deus,3300000,32059295
Human Traffic,3300000,5422740
The Dead Girl,3300000,19875
The Opposite Sex,3300000,50206
A Christmas Story,3250000,20640209
Class of 1984,3250000,6965361
Entre les murs,3250000,34114067
Dreaming of Joseph Lees,3250000,7680
Rosemary's Baby,3200000,33396740
Sorry to Bother You,3200000,18285560
The Man Who Shot Liberty Valance,3200000,8000000
Maria Full of Grace,3200000,14441158
Beginners,3200000,14314407
The Meddler,3200000,5526942
Adam,3200000,2834485
Feast,3200000,690872
Itâs a Wonderful Life,3180000,10822901
Trainspotting,3100000,71558971
Antiviral,3100000,123407
National Lampoon's Animal House,3000000,141600000
Paranormal Activity 2,3000000,177512032
War Room,3000000,73986904
The Purge,3000000,91266581
Goldfinger,3000000,124900000
Sinister,3000000,87727807
The Original Kings of Comedy,3000000,38236338
The Bridge on the River Kwai,3000000,33300000
Coming Home,3000000,32653000
Serpico,3000000,27274150
Waking Ned Devine,3000000,55193251
Air Bud,3000000,27788649
Bowling for Columbine,3000000,58240487
A Nightmare on Elm Street Part 2: Freddyâs Reve…,3000000,21163999
A Room with a View,3000000,21040879
Love and Death,3000000,20123742
Friday the 13th Part VI: Jason Lives,3000000,19472057
Martin Lawrence Live: RunTelDat,3000000,19184820
The Apartment,3000000,24600000
The Farewell,3000000,22405596
Cat on a Hot Tin Roof,3000000,17570324
Beneath the Planet of the Apes,3000000,17489009
Pokemon 3: The Movie,3000000,68452128
Jason Goes to Hell: The Final Friday,3000000,15935068
Spaced Invaders,3000000,15000000
The Case for Christ,3000000,17966760
Family Plot,3000000,13200000
Torn Curtain,3000000,13000000
Upgrade,3000000,16976561
Dave Chappelle's Block Party,3000000,12051924
Krush Groove,3000000,11052713
Elmer Gantry,3000000,10400000
Next Day Air,3000000,10172519
Judgment at Nuremberg,3000000,10000000
Belly,3000000,9639390
Trippinâ,3000000,9017070
Red River,3000000,9012000
The Deep End,3000000,9981635
Before Midnight,3000000,23251930
Teen Wolf Too,3000000,7888000
The Collector,3000000,10473836
Phantasm II,3000000,7282851
Let There Be Light,3000000,7241309
Phat Girlz,3000000,7301115
Woman Thou Art Loosed,3000000,6879730
Real Women Have Curves,3000000,7777790
Gallipoli,3000000,5732587
Water,3000000,11322573
The Last Black Man in San Francisco,3000000,4630807
Donât Think Twice,3000000,4417983
Swiss Army Man,3000000,5837111
East is East,3000000,30438635
Whipped,3000000,4142507
Kama Sutra,3000000,4109095
Frances Ha,3000000,11218621
Please Give,3000000,4566662
Willy Wonka & the Chocolate Factory,3000000,4006061
Warlock: The Armageddon,3000000,3902679
8 Heads in a Duffel Bag,3000000,4002884
8 Heads in a Duffel Bag,3000000,4002884
Days of Heaven,3000000,3660880
Thirteen Conversations About One Thing,3000000,3705923
Compadres,3000000,7445044
Jawbreaker,3000000,3076820
Basquiat,3000000,2962051
Tsotsi,3000000,11537539
Letters to God,3000000,3237452
Happiness,3000000,5746453
I'm in Love with a Church Girl,3000000,2503392
DysFunkTional Family,3000000,2255000
Tusk,3000000,1887554
The Wall,3000000,4495262
Elephant,3000000,10051516
Damsels in Distress,3000000,1324299
Oldboy,3000000,6226386
Hobo with a Shotgun,3000000,834953
The D Train,3000000,772366
Bachelorette,3000000,12577401
Fish Tank,3000000,5922292
Everybody Wants to Be Italian,3000000,351416
Creature,3000000,331000
The Bounce Back,3000000,421404
Freeway,3000000,295493
Love's Abiding Joy,3000000,252726
Dead Alive,3000000,242623
Chain Letter,3000000,1022453
Tim and Eric's Billion Dollar Movie,3000000,223652
Holly,3000000,163069
Hard Eight,3000000,142356
The Eclipse,3000000,133411
The Grand,3000000,115879
Sommersturm,3000000,95204
Fort McCoy,3000000,78948
The Gambler,3000000,101773
Just Looking,3000000,39852
Before We Go,3000000,483938
The Divide,3000000,156362
Tanner Hall,3000000,5073
My Big Fat Independent Movie,3000000,4655
Demonic,3000000,4668109
Ã  l\'intÃ©rieur,3000000,895932
They Came Together,3000000,82780
Open Road,3000000,47469
Alice in Wonderland,3000000,0
Barry Munday,3000000,0
The Deported,3000000,0
Chicago Overcoat,3000000,0
Never Back Down 2: The Beatdown,3000000,0
AWOL-72,3000000,0
30 Nights Of Paranormal Activity With The Devil…,3000000,0
Enter the Dangerous Mind,3000000,0
Something Wicked,3000000,0
Point Blank,3000000,0
Iguana,3000000,0
Four Single Fathers,3000000,0
Amnesiac,3000000,0
Unnatural,3000000,0
Close Range,3000000,0
The Harvey Girls,2931000,4100000
Cinderella,2900000,263591415
Central do Brasil,2900000,17006158
Pocketful of Miracles,2900000,5000000
Boynton Beach Club,2900000,3127472
Freakonomics,2900000,172867
Griff the Invisible,2900000,25935
Some Like it Hot,2883848,25035089
High Tension,2850000,6435262
Young Frankenstein,2800000,86300489
The Omen,2800000,48577431
Hustle & Flow,2800000,23591783
Friday the 13th Part VII: The New Blood,2800000,19170001
Midnight Sun,2800000,26952508
Phoenix Forgotten,2800000,3697729
Artie Lange's Beer League,2800000,475000
"HvÃ­tur, HvÃ­tur Dagur",2800000,857127
The Wizard of Oz,2777000,34949482
Diary of the Dead,2750000,5394447
Deux,2750000,382394
The Black Stallion,2700000,37799643
Ulee's Gold,2700000,15600000
Indivisible,2700000,3589633
Lage Raho Munna Bhai,2700000,31517561
Sardaar Ji,2700000,8200000
Rejsen til Saturn,2700000,5377665
Donovan's Reef,2686000,6600000
Diane,2660000,0
The Dress,2650000,16556
A Guy Named Joe,2627000,5363000
Blazing Saddles,2600000,119500000
Friday the 13th Part IV: The Final Chapter,2600000,32980880
Ida,2600000,15298355
Maurice,2600000,3305831
Riding Giants,2600000,3292333
Los CronocrÃ­menes,2600000,564474
La Cara Oculta,2600000,7033931
Timber Falls,2600000,71248
Silver Medalist,2600000,0
"Fat, Sick & Nearly Dead",2600000,0
Singin' in the Rain,2540000,7235585
Bonnie and Clyde,2500000,50700000
Bonnie and Clyde,2500000,50700000
A Haunted House,2500000,59922558
2016: Obamaâs America,2500000,33349941
Kevin Hart: Let Me Explain,2500000,32327255
Garden State,2500000,36028802
That Thing You Do!,2500000,34557416
Halloween II,2500000,25533818
Halloween 3: Season of the Witch,2500000,14400000
Religulous,2500000,13881317
Escape from the Planet of the Apes,2500000,12300000
Hud,2500000,10000000
The Spectacular Now,2500000,6916951
My Own Private Idaho,2500000,6402593
Before Sunrise,2500000,5691852
Hunt for the Wilderpeople,2500000,23042284
Robot & Frank,2500000,4934356
Sur Le Seuil,2500000,2013052
Jesus' Son,2500000,1687548
Saving Face,2500000,1269705
Brick Lane,2500000,3838486
The Lost Medallion: The Adventures of Billy Stone,2500000,549632
My Life Without Me,2500000,12267275
Marilyn Hotchkiss' Ballroom Dancing and Charm S…,2500000,497195
Super,2500000,593933
Fuel,2500000,174255
Valley of the Hearts Delight,2500000,118666
The Other End of the Line,2500000,507446
8: The Mormon Proposition,2500000,100280
Sleep Dealer,2500000,108907
Eye of the Dolphin,2500000,72260
Underdogs,2500000,1392649
Anatomie,2500000,9598
The Calling,2500000,0
Alien Uprising,2500000,0
Christmas Mail,2500000,0
Stung,2500000,0
Sky Sharks,2500000,0
8 Days,2500000,0
Antibirth,2500000,0
The Rise of the Krays,2500000,0
Not Safe For Work,2500000,0
Go For It!,2450000,182358
Get on the Bus,2400000,5691854
Thr3e,2400000,1420418
Idiocracy,2400000,500296
NiktÃ©,2400000,1333891
The Kindergarten Teacher,2400000,552188
Always Woodstock,2400000,0
This is England,2380000,8739576
Bathing Beauty,2361000,3500000
Do You Believe?,2300000,14628921
Show Boat,2300000,11000000
"Dancer, Texas Pop. 81",2300000,574838
Frontera,2300000,59696
Redemption Road,2300000,29384
The Toxic Avenger Part II,2300000,0
Eden,2300000,0
The Brave Little Toaster,2300000,0
Pinocchio,2289247,84300000
Fantasia,2280000,83320832
Friday the 13th Part 3,2250000,36690067
The French Connection,2200000,41158757
Friday the 13th Part V: A New Beginning,2200000,21930418
The Last Sin Eater,2200000,388390
Louise-Michel,2200000,5482242
Impact Point,2200000,0
The Valley of Decision,2160000,9132000
Chicken Tikka Masala,2160000,37865
Jack Brooks: Monster Slayer,2150000,0
The Best Years of Our Lives,2100000,23600000
Bully,2100000,1381824
Elling,2100000,399037
Mi America,2100000,3330
[Rec],2100000,23266821
Infected,2100000,0
Lies in Plain Sight,2100000,0
The Timber,2100000,0
Sharkskin,2100000,0
Jackass: The Movie,2000000,79282312
Courageous,2000000,35185884
From Russia With Love,2000000,78900000
Mad Max 2: The Road Warrior,2000000,24601294
Notorious,2000000,24492698
In the Heat of the Night,2000000,24407647
Sleeper,2000000,18344729
Everything You Always Wanted to Know,2000000,18016290
It Follows,2000000,23236296
Eighth Grade,2000000,14348020
To Kill A Mockingbird,2000000,13129846
Silent House,2000000,16610760
Boys Don't Cry,2000000,20741000
Das Leben der Anderen,2000000,81197047
Hardcore Henry,2000000,17187434
Lolita,2000000,9250000
Boom Town,2000000,9172000
Gentleman's Agreement,2000000,7800000
The Hustler,2000000,7600000
Witchboard,2000000,7369373
Les Triplettes de Belleville,2000000,17400005
Smoke Signals,2000000,7756617
Winter\'s Bone,2000000,16131551
Winter\'s Bone,2000000,16131551
Meet the Mormons,2000000,6049171
American Splendor,2000000,8685632
The Florida Project,2000000,11295324
All Saints,2000000,5941994
Before Sunset,2000000,11217346
Amores Perros,2000000,20883834
The Company You Keep,2000000,21087760
Thirteen,2000000,9505996
Touching the Void,2000000,15396525
Inside Job,2000000,7799257
Alexander's Ragtime Band,2000000,4000000
Me and You and Everyone We Know,2000000,9615464
We Are Your Friends,2000000,10153415
Harsh Times,2000000,6225304
Ghost Dog: The Way of the Samurai,2000000,10672492
Captive,2000000,2791973
Full Frontal,2000000,3438804
Hearts Beat Loud,2000000,2469510
The Resurrection of Gavin Stone,2000000,2303792
Waltz with Bashir,2000000,13912289
Strangers with Candy,2000000,2077844
Night on Earth,2000000,2022893
Nemesis,2000000,2001124
Shortbus,2000000,1985292
Son of Rambow: A Home Movie,2000000,11263263
"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865
Hamlet,2000000,2419669
The Diary of a Teenage Girl,2000000,2279959
No End In Sight,2000000,1433319
Locke,2000000,2088390
Get Real,2000000,1152411
In the Shadow of the Moon,2000000,2175587
Meek's Cutoff,2000000,1869928
The Babadook,2000000,7482387
Sharkwater,2000000,1720833
Inside Deep Throat,2000000,691880
Dinner Rush,2000000,1075504
The Virginity Hit,2000000,636706
Clockwatchers,2000000,539961
Subway,2000000,1663296
House of D,2000000,466106
Teeth,2000000,2350641
Stonewall,2000000,304602
Sherrybaby,2000000,759504
The Last Five Years,2000000,205298
Six-String Samurai,2000000,134624
Hum to Mohabbt Karega,2000000,121807
It's All Gone Pete Tong,2000000,2226603
Saint John of Las Vegas,2000000,102645
24 7: Twenty Four Seven,2000000,72544
Pump,2000000,72277
Roadside Romeo,2000000,2046090
Eureka,2000000,76654
Lost River,2000000,2009644
This Thing of Ours,2000000,37227
Knock Knock,2000000,6328516
Growing up Smith,2000000,35312
Super Capers,2000000,30955
The First Time ,2000000,22836
Return of the Living Dead 3,2000000,21000
The Missing Person,2000000,17896
London,2000000,12667
Circle,2000000,10024
Eden Lake,2000000,4294373
Jerusalema,2000000,10679
Say Uncle,2000000,5361
Plush,2000000,28864
The Ghastly Love of Johnny X,2000000,2436
Lesbian Vampire Killers,2000000,3620902
Grave Encounters,2000000,2151887
Bone Tomahawk,2000000,475846
Freeze Frame,2000000,105377
Stitches,2000000,63555
"To Be Frank, Sinatra at 100",2000000,926
Bananas,2000000,0
Nine Dead,2000000,0
No Man's Land: The Rise of Reeker,2000000,0
Rockaway,2000000,0
Wings,2000000,0
The Lady from Shanghai,2000000,0
Straight A's,2000000,0
The Legend of Hellâs Gate: An American Conspira…,2000000,0
Highway,2000000,0
Small Apartments,2000000,0
Coffee Town,2000000,0
Lucky Dog,2000000,0
Pendulum,2000000,0
A Funny Thing Happened on the Way to the Forum,2000000,0
Slacker Uprising,2000000,0
The Walking Deceased,2000000,0
True Bromance,2000000,0
The Curse of Downers Grove,2000000,0
Wind Walkers,2000000,0
The Dog Lover,2000000,0
Shark Lake,2000000,0
Stagecoach: The Texas Jack Story,2000000,0
High Flying Bird,2000000,0
Miracle at Sage Creek,2000000,0
Rebirth,2000000,0
Buried,1987650,21270290
Buried,1987650,21270290
The Marine 4,1950000,0
Taxi Driver,1900000,28317378
River's Edge,1900000,4600000
Man on Wire,1900000,5617067
Nowhere Boy,1900000,7785229
Northfork,1900000,1445140
Brotherly Love,1900000,478595
Submarine,1900000,4581937
The Square,1900000,740932
ABCD (Any Body Can Dance),1900000,10137234
Chacun sa nuit,1900000,139317
Stranded,1900000,285593
Vaalu,1900000,12444
The Last Exorcism,1800000,70165900
Carrie,1800000,25886530
A Nightmare on Elm Street,1800000,25504513
Beasts of the Southern Wild,1800000,23265132
Dr. Strangelove,1800000,9233730
Battle for the Planet of the Apes,1800000,8800000
A Streetcar Named Desire,1800000,8006845
Hang 'em High,1800000,6800000
El crimen de padre Amaro,1800000,5849791
Songcatcher,1800000,3050934
Higher Ground,1800000,842693
POM Wonderful Presents: The Greatest Movie Ever…,1800000,783733
Travellers and Magicians,1800000,1322161
Ed and his Dead Mother,1800000,673
Deadline,1800000,0
Sublime,1800000,0
Dysfunctional Friends,1800000,0
Independence Daysaster,1800000,0
Against the Wild,1800000,0
Beginnerâs Guide to Sex,1800000,0
The Assistant,1780000,1341064
Lola rennt,1750000,22879194
May,1750000,634803
I Spit on Your Grave,1750000,1278471
Living Dark: The Story of Ted the Caver,1750000,0
In the Bedroom,1700000,42137871
La misma luna,1700000,23271741
Conquest of the Planet of the Apes,1700000,9700000
The Lunchbox,1700000,15517886
Grace Unplugged,1700000,2507159
"Happy, Texas",1700000,2891228
Saul fia,1700000,9696537
My Summer of Love,1700000,4727375
Yes,1700000,661221
Braid,1660000,80745
From Here to Eternity,1650000,30500000
You Can't Take It With You,1644000,4000000
Foolish,1600000,6026908
She Wore a Yellow Ribbon,1600000,5400000
The Conversation,1600000,4420000
N-Secure,1600000,2595644
Sukkar banat,1600000,14253760
Out of the Dark,1600000,419428
Bubble,1600000,145382
Dil Jo Bhi Kahey...,1600000,129319
Mississippi Mermaid,1600000,2627795
Two Night Stand,1600000,868081
I Love Your Work,1600000,3264
The Kingâs Thief,1577000,0
Insidious,1500000,99870886
Moonlight,1500000,65157139
Cabin Fever,1500000,30351664
Waitress,1500000,22217183
Kickboxer,1500000,14533681
Bloodsport,1500000,11806119
Mr. Smith Goes To Washington,1500000,9000000
Unsane,1500000,14296709
Kids,1500000,20412216
The Squid and the Whale,1500000,11191423
Kissing Jessica Stein,1500000,9345061
Spellbound,1500000,7000000
Run the Race,1500000,6424420
Dawn of the Dead,1500000,55000000
Exotica,1500000,5046118
The To Do List,1500000,4128828
The Gatekeepers,1500000,2592308
Buffalo '66,1500000,2380606
Repo Man,1500000,2300000
Iâm Not Ashamed,1500000,2082980
Blood Simple,1500000,2730877
Nueve Reinas,1500000,12412889
The Lords of Salem,1500000,1541131
31,1500000,922727
The Ballad of Jack and Rose,1500000,1126258
Unsullied,1500000,510957
Killing Zoe,1500000,418953
The Believer,1500000,1840248
Snow Angels,1500000,414404
Session 9,1500000,1703434
MOOZ-lum,1500000,372239
I Want Someone To Eat Cheese With,1500000,194568
Amigo,1500000,184705
Hatchet,1500000,240396
My Name is Bruce,1500000,173066
The Disappearance of Alice Creed,1500000,1605139
Modern Times,1500000,212209
The Salon,1500000,139084
The Salon,1500000,139084
The Square,1500000,176262
Stolen Summer,1500000,119841
Road Hard,1500000,113169
Forty Shades of Blue,1500000,172569
Trucker,1500000,52429
Pontypool,1500000,31916
"Me, You and Five Bucks",1500000,2105
Housebound,1500000,236863
Teefa in Trouble,1500000,98806
Wal-Mart: The High Cost of Low Price,1500000,58692
Closer to the Moon,1500000,5396
Fetching Cody,1500000,0
The Lion of Judah,1500000,0
Once Upon a Time in Queens,1500000,0
Girlhouse,1500000,0
Mutant World,1500000,0
#Horror,1500000,0
Checkmate,1500000,0
Snow White and the Seven Dwarfs,1488000,184925486
Shalako,1455000,2620000
El abrazo de la serpiente,1400000,4787818
Werk ohne Autor,1400000,5179176
Mustang,1400000,5552584
The Holy Girl,1400000,1261792
La chambre bleue,1400000,1945420
Incident at Loch Ness,1400000,56073
Eddie: The Sleepwalking Cannibal,1400000,1632
My Girlfriend's Boyfriend,1400000,0
Kurmanjan datka,1400000,0
House at the End of the Drive,1400000,0
Batman - The Movie,1377800,0
"Lock, Stock and Two Smoking Barrels",1350000,28356188
The Ballad of Gregorio Cortez,1305000,909000
San Francisco,1300000,5273000
Festen,1300000,1649338
Trees Lounge,1300000,749741
The Girlfriend Experience,1300000,1005840
Journey from the Fall,1300000,635305
The Basket,1300000,609042
Above and Beyond,1300000,288751
Def-Con 4,1300000,210904
Neal n' Nikki,1300000,329621
The Hebrew Hammer,1300000,90213
Los insolitos peces gato,1300000,54665
Simon,1300000,1738663
The Possession of Michael King,1300000,2736371
Forget Me Not,1300000,13465
The 41-Year-Old Virgin Who Knocked Up Sarah Mar…,1300000,0
The Algerian,1300000,0
Rebecca,1288000,6002370
Friday the 13th Part 2,1250000,21722776
The Lost Weekend,1250000,11000000
C.H.U.D.,1250000,4700000
Dear White People,1250000,5403771
Filly Brown,1250000,2940411
Niagara,1250000,2500000
Bodom,1250000,726460
How Green Was My Valley,1250000,0
Da Sweet Blood of Jesus,1250000,0
Saw,1200000,103880027
"Sex, Lies, and Videotape",1200000,36741667
Super Troopers,1200000,23182223
Monsoon Wedding,1200000,27025600
You Can Count on Me,1200000,10827356
Strangers on a Train,1200000,7020502
The Trouble with Harry,1200000,7000000
"Il buono, il brutto, il cattivo",1200000,6103856
The Day the Earth Stood Still,1200000,3700000
Home Run,1200000,2859955
Reservoir Dogs,1200000,2966394
But I'm a Cheerleader,1200000,2509344
The Wrong Man,1200000,2000000
The Rocky Horror Picture Show,1200000,2349973
The Blue Bird,1200000,887000
Blue Like Jazz,1200000,595018
Que Horas Ela Volta?,1200000,3249041
Q,1200000,255000
Down & Out with the Dolls,1200000,58936
"Pink Ribbons, Inc.",1200000,26608
Blood Feast,1200000,8708
Certifiably Jonathan,1200000,7826
La navaja de Don Juan,1200000,4254
Extreme Movie,1200000,81338
The Charge of the Light Brigade,1200000,0
Grand Theft Parsons,1200000,0
Below Zero,1200000,0
Crowsnest,1200000,0
Airborne,1200000,0
Cotton Comes to Harlem,1200000,0
Bleeding Hearts,1200000,0
The Wicked Within,1200000,0
The Islands,1200000,0
Godâs Not Dead,1150000,63777092
Waiting...,1125000,18673274
Dead Man's Shoes,1125000,414736
The Fog,1100000,21445820
Wolf Creek,1100000,29005064
Ong-Bak,1100000,24051852
Serbuan maut,1100000,9297407
Down by Law,1100000,1436000
Down by Law,1100000,1436000
The Offspring,1100000,1355728
Sex with Strangers,1100000,247740
Estiu 1993,1100000,2751844
Beyond the Black Rainbow,1100000,56491
Dracula: Pages from a Virgin's Diary,1100000,81371
The Sleepwalker,1100000,2636
Departure,1100000,27561
Faith Like Potatoes,1100000,0
Lake Mungo,1100000,0
Silent Running,1100000,0
The Dead Undead,1100000,0
The Vatican Exorcisms,1100000,0
Rocket Singh: Salesman of the Year,1070000,5348767
Casablanca,1039000,10511866
Rocky,1000000,225000000
The Devil Inside,1000000,101759490
Tom Jones,1000000,37600000
Unfriended,1000000,64364198
An Inconvenient Truth,1000000,53365925
You're Next,1000000,26887177
Chernobyl Diaries,1000000,42411721
The Howling,1000000,17985000
Dr. No,1000000,59567035
Hellraiser,1000000,14575148
"Hello, My Name is Doris",1000000,14662703
Cry Wolf,1000000,15943081
Godzilla 2000,1000000,10037390
Blue Valentine,1000000,16566240
Transamerica,1000000,16553163
Beyond the Valley of the Dolls,1000000,9000000
Love Me Tender,1000000,9000000
Unfriended: Dark Web,1000000,16434588
Sands of Iwo Jima,1000000,7800000
The Green Inferno,1000000,12931420
I Am Not Your Negro,1000000,9617402
The Sessions,1000000,11495204
Shine a Light,1000000,16173879
October Baby,1000000,5391992
The Skeleton Twins,1000000,5797192
20 Feet From Stardom,1000000,5892466
"Food, Inc.",1000000,4731944
An Inconvenient Sequel,1000000,5839322
Next Stop Wonderland,1000000,3465703
Obvious Child,1000000,3324070
Martha Marcy May Marlene,1000000,5438911
Junebug,1000000,3553253
Frozen River,1000000,6030129
Sidewalks of New York,1000000,3575308
Two Girls and a Guy,1000000,2315026
The Broken Hearts Club: A Romantic Comedy,1000000,2022442
Who Killed the Electric Car?,1000000,1849392
The Secrets of Jonathan Sperry,1000000,1355079
